 Italy,36.4,,45.8,,50.5,,49.4,,52.3,,55.6,,56.2,,55.5,,56.2,,57.3
 Jamaica,99.9,,111.3,,,,90.5,,80.9,,83.9,,82.2,,83.4,,84.6,,77.1
 Japan,19.7,,16.8,,20.3,,27.2,,29.2,,31.2,,31.4,,35.2,,38.6,,36.8
 Jordan,149.5,,124.6,,110.5,,146.9,,117.3,,121.5,,120.5,,114.4,,113.3,,97.9
 Kazakhstan,,,82.5,,105.7,,97.8,,74.1,,70.3,,71.2,,63,,63.2,,53.3
 Kenya,57,,71.7,,53.3,,64.5,,54.2,,60.4,,55.2,,51.3,,51.1,,44.8
 Kiribati,158.9,,83.5,,105.5,,137.1,,98,,107.6,,117.1,,121,,121.6,,104.3
 Korea (Republic of),52.8,,54.3,,67.9,,71.2,,95.7,,110,,109.9,,102.8,,95.3,,84.8
 Kuwait,103,,94.3,,86.6,,92.2,,97,,99.1,,101,,97.6,,99.1,,
 Kyrgyzstan,78.8,,71.8,,89.4,,95.1,,133.2,,136.2,,139.7,,134,,125.1,,
 Lao People's Democratic Republic,35.8,,60.6,,74.3,,80.7,,73.5,,80.3,,87.5,,83.4,,90.1,,79
 Latvia,,,73.9,,81.8,,100.9,,108.9,,121,,127.5,,123.9,,121.3,,118.9
 Lebanon,117.9,,73.1,,50.1,,96.4,,98.1,,100.4,,133.5,,128,,126.9,,121.9
 Lesotho,140.3,,143.7,,169.6,,169.7,,155.8,,151.9,,147.1,,141.6,,,,
 Liberia,,,,,70.3,,270.4,,190.2,,193.4,,155.6,,148.9,,119.9,,112.4
 Libya,70.8,,51.6,,45.3,,90.9,,107.7,,99.6,,114.3,,135.3,,147.6,,137
 Lithuania,,,84.9,,83.3,,115,,132.6,,152.6,,162.5,,166.9,,160.5,,154.7
 Luxembourg,183.1,,185,,269.2,,297.6,,326.1,,340.4,,348.1,,357.5,,374.1,,391.5
 Madagascar,44.6,,55.8,,68.7,,73.8,,68,,69.1,,73,,73.2,,69.4,,69.7
 Malawi,57.2,,78.5,,60.9,,57.4,,57.6,,48.8,,67.9,,78.3,,73.4,,61.9
 Malaysia,146.9,,192.1,,220.4,,203.9,,157.9,,154.9,,147.8,,142.7,,138.5,,134.4
 Maldives,168.1,,169.9,,161.1,,120.8,,159.3,,204.6,,184.3,,190.8,,198.9,,200.7
 Mali,46.6,,56.2,,55.4,,54.1,,58,,53.9,,59.1,,58,,53.7,,50.7
 Malta,164.5,,179.3,,189,,156.7,,172.9,,182.5,,,,,,,,
 Mauritania,106.4,,98.6,,75.3,,113.2,,111.9,,118.6,,132.5,,121.9,,103.7,,
 Mauritius,137.1,,119.7,,123.3,,125.7,,116.3,,119.8,,121.3,,111.2,,114.6,,109.4
 Mexico,38.3,,46.1,,53.1,,54.6,,60.9,,63.8,,66.4,,64.4,,65.7,,72.8
 Moldova (Republic of),98.8,,107.3,,125.2,,142.8,,117.8,,130.8,,127.4,,123.9,,120.1,,117.2
 Mongolia,58.6,,82.1,,121.9,,122.4,,103.3,,127,,109.6,,100.3,,109.3,,87
 Montenegro,,,,,87.9,,104.6,,99.8,,106.7,,111.8,,102.8,,100.1,,104.4
 Morocco,54.6,,51.7,,59.2,,67.9,,75.2,,83.4,,85.1,,79.7,,80.9,,
 Mozambique,44.2,,70.1,,52.4,,76.4,,77.7,,88.3,,110.8,,114.4,,106.5,,91.6
 Myanmar,5.6,,2.5,,1.1,,,,,,,,,,,,,,
 Namibia,93.3,,94.4,,85.4,,80.8,,108.4,,103,,103.6,,101,,104.6,,111.5
 Nepal,32.2,,59.5,,55.7,,44.1,,46,,41.8,,43.7,,48.1,,52.9,,53.2
 Netherlands,104.6,,108.4,,126.5,,124.6,,135.5,,146.2,,154.3,,154.3,,154.4,,154.3
 New Zealand,52.6,,56.9,,68.5,,58,,58.2,,59.2,,56.9,,56,,55.2,,
 Nicaragua,71.3,,44,,61.3,,71.6,,96.4,,107.3,,110.8,,106,,102.4,,93
 Niger,36.4,,42.5,,43.5,,47.4,,71.3,,68.7,,61.2,,61.7,,60.2,,56.6
 Nigeria,53,,59.8,,71.4,,50.7,,42.7,,52.8,,44.4,,31,,30.9,,
 Norway,72.6,,68.3,,74.6,,70.9,,68.4,,69.8,,68.3,,67.7,,68.1,,68.5
 Oman,74.8,,79.6,,79.6,,89.3,,89.8,,115.9,,116.9,,129.5,,115.4,,
 Pakistan,38.9,,36.1,,28.1,,35.3,,32.9,,32.9,,32.8,,33.3,,31,,28.1
 Palau,,,78,,148.8,,114.5,,127.4,,138.1,,139.5,,142.6,,150.8,,134.5
" Palestine, State of",,,91.5,,87.6,,88.9,,74.4,,71.9,,72.4,,71.1,,73.8,,77.5
 Panama,155.2,,187.1,,134,,135.7,,141.8,,156.6,,150.4,,129.1,,115,,
 Papua New Guinea,89.6,,104.7,,115.4,,,,,,,,,,,,,,
 Paraguay,,,118.1,,85.1,,104.2,,106.6,,102.8,,98.6,,93.8,,89.8,,82.1
 Peru,30.3,,31.6,,35.6,,46.9,,50,,55.2,,52.3,,48.9,,46.4,,44.6
 Philippines,60.8,,80.5,,104.7,,97.9,,71.4,,67.7,,64.9,,60.2,,61.1,,60.8
 Poland,46,,44.4,,60.8,,70.8,,82.1,,87.1,,89.3,,90.7,,93.6,,95.9
 Portugal,65,,59.9,,67.4,,62.6,,67.3,,72.9,,75.9,,78,,79.7,,79.9
 Qatar,,,87.7,,89.6,,94.7,,86.1,,97.5,,103.8,,102.5,,98.5,,90.9
 Romania,42.9,,56,,70.7,,75.9,,70.7,,79.3,,79.9,,80.3,,82.7,,82.7
 Russian Federation,36.1,,55.2,,68.1,,56.7,,50.4,,48.4,,48,,47.6,,48.4,,50.7
 Rwanda,19.7,,31,,31.2,,36.7,,41,,43.5,,44.1,,45.4,,46.2,,45.3
 Saint Kitts and Nevis,102.9,,97,,95,,93.3,,84.5,,86.2,,85.8,,88.4,,86,,79
 Saint Lucia,156.7,,136.9,,105.4,,118.3,,111.7,,107.7,,103.4,,100.7,,95,,95.3
 Saint Vincent and the Grenadines,117.5,,98.4,,95.9,,89.3,,84,,82.7,,85.4,,83.3,,81.5,,78.1
 Samoa,,,84.2,,81.1,,77.8,,82.3,,77.4,,79.4,,80.8,,80.7,,77.7
 Saudi Arabia,72.2,,65.4,,68.6,,82,,82.8,,85.8,,83.7,,83,,80.9,,72.5
 Senegal,57.6,,68.2,,65.1,,69.4,,65.1,,70.7,,77.7,,77,,74.1,,73.6
 Serbia,,,23.2,,24.2,,74.3,,80.9,,83.3,,90.5,,93.1,,97.6,,105.1
 Seychelles,65.8,,56.3,,157.4,,178.3,,201.9,,207.2,,202.2,,178.3,,181.3,,
 Sierra Leone,68.7,,45,,57.5,,47.5,,50.5,,79.6,,92,,102.5,,86.6,,59.2
 Singapore,344.3,,345.7,,366.1,,422.3,,372.1,,377.3,,367.1,,361.6,,359.8,,326.1
 Slovakia,58.3,,111.2,,110.7,,149.2,,154.6,,171.5,,179.9,,183.4,,180.1,,185.2
 Slovenia,,,93.5,,103.7,,119.8,,127.1,,138.9,,142.4,,144.5,,145.2,,146.3
 Solomon Islands,94.7,,94.8,,62.7,,88.7,,132.3,,134.4,,125.4,,123.3,,113.3,,98.2
 Somalia,47.5,,,,,,,,,,,,,,76.6,,75.4,,75.8
 South Africa,43,,43.6,,51.4,,53.1,,56,,60,,60.7,,64.2,,64.4,,62.8
 South Sudan,,,,,,,,,90.9,,93.2,,55.4,,54.3,,54.2,,67.4
 Spain,35.6,,44.8,,60.2,,54.3,,52.3,,58.1,,59.8,,60.7,,62.6,,63.8
 Sri Lanka,68.2,,81.9,,88.6,,73.6,,46.4,,55,,51.5,,49.3,,49.8,,48.5
 Sudan,11.1,,14.8,,29.4,,47.6,,37,,33.1,,26.9,,22.1,,19.1,,19
 Suriname,86.5,,50.1,,52.9,,75.6,,91,,111,,109.6,,103.1,,98,,91.1
 Swaziland,127.9,,133.8,,162.3,,178.3,,133.4,,101.2,,,,,,,,
 Sweden,56.9,,69.6,,82.3,,84.6,,86.9,,88.7,,87.7,,83.1,,85.4,,86.1
 Switzerland,82.4,,77.3,,98.2,,100.6,,117.8,,123.1,,124.2,,132.5,,117.3,,114.6
 Syrian Arab Republic,56.3,,69,,64,,82,,,,,,,,,,,,
 Tajikistan,63,,137.5,,199.7,,78.8,,68,,85,,90.6,,87.5,,,,
 Tanzania (United Republic of),50.1,,65.6,,33.5,,39.1,,47.9,,56.8,,54.4,,48.7,,49.4,,49.5
 Thailand,75.8,,89.8,,121.3,,137.9,,126.8,,138.9,,138,,132.9,,131.9,,
 The former Yugoslav Republic of Macedonia,61.7,,75.8,,80.2,,85.8,,97.9,,113.2,,112.2,,104.9,,113,,113.3
 Timor-Leste,,,,,188.9,,71.9,,125.5,,132.3,,132.5,,103.5,,110.9,,
 Togo,78.8,,69.8,,82,,98.7,,97.5,,95.8,,107.2,,125,,97.8,,106.6
 Tonga,99,,73.3,,62.3,,76.9,,61,,66,,75.6,,78.1,,71.3,,
 Trinidad and Tobago,73.3,,92.1,,104.9,,105.3,,90.3,,105.8,,96.5,,85.7,,75.9,,59.9
 Tunisia,94.2,,93.7,,82.5,,90.3,,105.8,,105.9,,108,,104.8,,102.1,,
 Turkey,30.9,,44.2,,43.2,,47.2,,48,,56.6,,57.8,,57.8,,60,,58.8
 Turkmenistan,,,168.2,,176.4,,112.8,,120.8,,118.2,,117.7,,,,,,
 Uganda,26.6,,32.6,,32.7,,39,,45.7,,52.7,,53.1,,50.8,,46.8,,46.9
 Ukraine,56.4,,97.2,,119.9,,102.1,,104.3,,106.2,,104.1,,96.1,,102.4,,107.5
 United Arab Emirates,,,,,,,119.6,,151,,162.6,,176,,178.2,,175.9,,
 United Kingdom,46.9,,53.9,,54.5,,54,,59.9,,63,,62.3,,62,,58.4,,56.8
 United States,19.8,,22.4,,25,,25.5,,28.2,,30.9,,30.7,,30.2,,30.1,,28.1
 Uruguay,41.6,,38.1,,36.7,,58.9,,51.7,,53.2,,55.1,,49.7,,49.1,,44.9
 Uzbekistan,76.6,,73.5,,46.1,,66.5,,60.2,,64.3,,60.6,,58.4,,50.1,,42.8
 Vanuatu,120,,98,,87.2,,100.2,,99.4,,94.3,,99.9,,99.1,,97.4,,
 Venezuela (Bolivarian Republic of),59.6,,48.9,,47.9,,60.1,,46.1,,49.6,,50.4,,54.3,,,,
 Viet Nam,81.3,,74.7,,103.2,,130.7,,152.2,,162.9,,156.6,,165.1,,169.5,,178.8
 Yemen,29.4,,64.3,,75.4,,76.8,,,,,,,,,,,,
 Zambia,,,69.2,,60.4,,62.2,,67.9,,,,,,,,,,
 Zimbabwe,45.7,,79.2,,74.1,,76,,100.4,,122.3,,96.1,,88.8,,79.6,,75
